time,Vs,Vo
1.927,1.499024,-0.698242
1.928,1.484375,-0.610352
1.929,1.469727,-0.400391
1.93,1.459961,-0.15625
1.931,1.44043,0.097656
1.932,1.430664,0.341797
1.933,1.411133,0.59082
1.934,1.401367,0.834961
1.935,1.386719,1.083984
1.936,1.376953,1.328125
1.937,1.357422,1.557617
1.938,1.347656,1.777344
1.939,1.337891,1.953125
1.94,1.352539,2.026367
1.941,1.386719,2.09961
1.942,1.450195,2.172852
1.943,1.52832,2.265625
1.944,1.621094,2.368164
1.945,1.723633,2.475586
1.946,1.835938,2.587891
1.947,1.94336,2.69043
1.948,2.060547,2.817383
1.949,2.172852,2.929688
1.95,2.280274,3.041992
1.951,2.382813,3.144532
1.952,2.485352,3.237305
1.953,2.56836,3.325196
1.954,2.651367,3.398438
1.955,2.719727,3.466797
1.956,2.783203,3.520508
1.957,2.832032,3.559571
1.958,2.875977,3.588868
1.959,2.900391,3.608399
1.96,2.924805,3.613282
1.961,2.924805,3.603516
1.962,2.919922,3.569336
1.963,2.900391,3.510743
1.964,2.875977,3.427735
1.965,2.841797,3.305664
1.966,2.817383,3.164063
1.967,2.783203,3.007813
1.968,2.758789,2.832032
1.969,2.72461,2.651367
1.97,2.700196,2.456055
1.971,2.670899,2.260742
1.972,2.646485,2.050781
1.973,2.617188,1.835938
1.974,2.592774,1.606445
1.975,2.563477,1.376953
1.976,2.539063,1.118164
1.977,2.509766,0.883789
1.978,2.485352,0.634766
1.979,2.460938,0.395508
1.98,2.436524,0.141602
1.981,2.407227,-0.107422
1.982,2.387696,-0.356445
1.983,2.358399,-0.581055
1.984,2.338867,-0.683594
1.985,2.314453,-0.737305
1.986,2.290039,-0.771484
1.987,2.265625,-0.800781
1.988,2.246094,-0.834961
1.989,2.22168,-0.844727
1.99,2.197266,-0.864258
1.991,2.177735,-0.878906
1.992,2.158203,-0.90332
1.993,2.128906,-0.913086
1.994,2.114258,-0.927734
1.995,2.089844,-0.9375
1.996,2.070313,-0.952149
1.997,2.045899,-0.97168
1.998,2.026367,-0.976563
1.999,2.001953,-0.976563
2,1.982422,-0.981445
2.001,1.962891,-0.986328
2.002,1.938477,-0.996094
2.003,1.923828,-1.000977
2.004,1.899414,-1.000977
2.005,1.879883,-1.000977
2.006,1.860352,-1.005859
2.007,1.845703,-0.996094
2.008,1.821289,-0.996094
2.009,1.801758,-0.996094
2.01,1.78711,-0.996094
2.011,1.767578,-0.986328
2.012,1.75293,-0.981445
2.013,1.728516,-0.97168
2.014,1.713867,-0.961914
2.015,1.694336,-0.952149
2.016,1.679688,-0.947266
2.017,1.655274,-0.927734
2.018,1.640625,-0.922852
2.019,1.625977,-0.90332
2.02,1.611328,-0.888672
2.021,1.59668,-0.864258
2.022,1.577149,-0.839844
2.023,1.5625,-0.825195
2.024,1.547852,-0.800781
2.025,1.52832,-0.771484
2.026,1.518555,-0.74707
2.027,1.499024,-0.698242
2.028,1.484375,-0.605469
2.029,1.469727,-0.400391
2.03,1.459961,-0.15625
2.031,1.44043,0.097656
2.032,1.430664,0.356445
2.033,1.411133,0.59082
2.034,1.401367,0.834961
2.035,1.386719,1.088867
2.036,1.376953,1.31836
2.037,1.362305,1.5625
2.038,1.347656,1.791992
2.039,1.337891,1.953125
2.04,1.347656,2.026367
2.041,1.386719,2.094727
2.042,1.450195,2.172852
2.043,1.52832,2.265625
2.044,1.621094,2.373047
2.045,1.723633,2.465821
2.046,1.831055,2.587891
2.047,1.94336,2.705078
2.048,2.055664,2.817383
2.049,2.172852,2.934571
2.05,2.285156,3.041992
2.051,2.387696,3.144532
2.052,2.480469,3.237305
2.053,2.573242,3.320313
2.054,2.65625,3.398438
2.055,2.729492,3.466797
2.056,2.783203,3.515625
2.057,2.832032,3.554688
2.058,2.875977,3.588868
2.059,2.905274,3.608399
2.06,2.919922,3.613282
2.061,2.924805,3.598633
2.062,2.915039,3.569336
2.063,2.900391,3.510743
2.064,2.875977,3.422852
2.065,2.84668,3.300782
2.066,2.8125,3.164063
2.067,2.788086,2.998047
2.068,2.753907,2.836914
2.069,2.729492,2.651367
2.07,2.700196,2.465821
2.071,2.670899,2.260742
2.072,2.641602,2.050781
2.073,2.617188,1.831055
2.074,2.592774,1.601563
2.075,2.563477,1.37207
2.076,2.539063,1.123047
2.077,2.509766,0.883789
2.078,2.485352,0.639649
2.079,2.460938,0.390625
2.08,2.436524,0.141602
2.081,2.407227,-0.112305
2.082,2.387696,-0.361328
2.083,2.358399,-0.581055
2.084,2.338867,-0.683594
2.085,2.309571,-0.732422
2.086,2.290039,-0.771484
2.087,2.265625,-0.795899
2.088,2.250977,-0.834961
2.089,2.22168,-0.844727
2.09,2.202149,-0.864258
2.091,2.177735,-0.878906
2.092,2.153321,-0.898438
2.093,2.128906,-0.913086
2.094,2.109375,-0.927734
2.095,2.089844,-0.9375
2.096,2.070313,-0.952149
2.097,2.045899,-0.961914
2.098,2.026367,-0.97168
2.099,2.001953,-0.976563
2.1,1.987305,-0.986328
2.101,1.962891,-0.991211
2.102,1.94336,-0.996094
2.103,1.918946,-1.000977
2.104,1.904297,-1.000977
2.105,1.879883,-1.015625
2.106,1.860352,-1.000977
2.107,1.840821,-1.000977
2.108,1.821289,-0.996094
2.109,1.801758,-0.996094
2.11,1.78711,-0.991211
2.111,1.767578,-0.986328
2.112,1.748047,-0.981445
2.113,1.728516,-0.966797
2.114,1.713867,-0.961914
2.115,1.694336,-0.952149
2.116,1.679688,-0.942383
2.117,1.660156,-0.932617
2.118,1.640625,-0.917969
2.119,1.625977,-0.898438
2.12,1.611328,-0.888672
2.121,1.591797,-0.859375
2.122,1.577149,-0.849609
2.123,1.5625,-0.825195
2.124,1.547852,-0.800781
2.125,1.52832,-0.776367
2.126,1.518555,-0.742188
2.127,1.499024,-0.698242
2.128,1.489258,-0.610352
2.129,1.469727,-0.405273
2.13,1.459961,-0.15625
2.131,1.44043,0.087891
2.132,1.430664,0.34668
2.133,1.416016,0.585938
2.134,1.401367,0.834961
2.135,1.386719,1.088867
2.136,1.376953,1.323242
2.137,1.357422,1.5625
2.138,1.347656,1.78711
2.139,1.337891,1.953125
2.14,1.352539,2.026367
2.141,1.386719,2.094727
2.142,1.450195,2.172852
2.143,1.523438,2.265625
2.144,1.621094,2.368164
2.145,1.71875,2.470703
2.146,1.831055,2.578125
2.147,1.94336,2.705078
2.148,2.060547,2.817383
2.149,2.172852,2.929688
2.15,2.280274,3.041992
2.151,2.382813,3.139649
2.152,2.480469,3.242188
2.153,2.573242,3.320313
2.154,2.651367,3.398438
2.155,2.72461,3.47168
2.156,2.783203,3.515625
2.157,2.836914,3.554688
2.158,2.871094,3.59375
2.159,2.905274,3.608399
2.16,2.919922,3.613282
2.161,2.924805,3.59375
2.162,2.915039,3.569336
2.163,2.900391,3.510743
2.164,2.875977,3.432618
2.165,2.84668,3.305664
2.166,2.8125,3.15918
2.167,2.788086,3.007813
2.168,2.753907,2.836914
2.169,2.729492,2.641602
2.17,2.700196,2.460938
2.171,2.670899,2.265625
2.172,2.641602,2.050781
2.173,2.617188,1.835938
2.174,2.587891,1.606445
2.175,2.563477,1.37207
2.176,2.539063,1.12793
2.177,2.509766,0.883789
2.178,2.485352,0.634766
2.179,2.460938,0.395508
2.18,2.436524,0.136719
2.181,2.407227,-0.102539
2.182,2.382813,-0.361328
2.183,2.363281,-0.576172
2.184,2.338867,-0.683594
2.185,2.314453,-0.727539
2.186,2.290039,-0.771484
2.187,2.265625,-0.795899
2.188,2.250977,-0.820313
2.189,2.22168,-0.844727
2.19,2.202149,-0.864258
2.191,2.177735,-0.878906
2.192,2.153321,-0.898438
2.193,2.128906,-0.917969
2.194,2.109375,-0.927734
2.195,2.089844,-0.9375
2.196,2.070313,-0.952149
2.197,2.045899,-0.961914
2.198,2.021485,-0.97168
2.199,2.001953,-0.976563
2.2,1.982422,-0.986328
2.201,1.962891,-0.991211
2.202,1.94336,-0.996094
2.203,1.923828,-0.996094
2.204,1.904297,-1.000977
2.205,1.884766,-1.005859
2.206,1.860352,-0.996094
2.207,1.840821,-1.000977
2.208,1.821289,-0.996094
2.209,1.806641,-0.996094
2.21,1.782227,-0.991211
2.211,1.767578,-0.986328
2.212,1.748047,-0.976563
2.213,1.733399,-0.97168
2.214,1.713867,-0.966797
2.215,1.694336,-0.952149
2.216,1.679688,-0.9375
2.217,1.660156,-0.927734
2.218,1.640625,-0.913086
2.219,1.625977,-0.898438
2.22,1.611328,-0.883789
2.221,1.591797,-0.869141
2.222,1.577149,-0.849609
2.223,1.5625,-0.825195
2.224,1.547852,-0.800781
2.225,1.52832,-0.776367
2.226,1.518555,-0.742188
2.227,1.499024,-0.698242
2.228,1.489258,-0.610352
2.229,1.469727,-0.410156
2.23,1.459961,-0.15625
2.231,1.44043,0.087891
2.232,1.430664,0.341797
2.233,1.416016,0.595703
2.234,1.401367,0.834961
2.235,1.386719,1.083984
2.236,1.376953,1.328125
2.237,1.362305,1.567383
2.238,1.352539,1.78711
2.239,1.337891,1.953125
2.24,1.352539,2.026367
2.241,1.391602,2.09961
2.242,1.450195,2.172852
2.243,1.52832,2.270508
2.244,1.621094,2.368164
2.245,1.723633,2.480469
2.246,1.835938,2.587891
2.247,1.94336,2.714844
2.248,2.055664,2.822266
2.249,2.172852,2.934571
2.25,2.285156,3.041992
2.251,2.382813,3.144532
2.252,2.485352,3.232422
2.253,2.573242,3.320313
2.254,2.65625,3.403321
2.255,2.72461,3.461914
2.256,2.783203,3.515625
2.257,2.832032,3.559571
2.258,2.875977,3.588868
2.259,2.900391,3.608399
2.26,2.919922,3.613282
2.261,2.924805,3.598633
2.262,2.919922,3.569336
2.263,2.900391,3.515625
2.264,2.875977,3.427735
2.265,2.841797,3.305664
2.266,2.817383,3.164063
2.267,2.783203,3.007813
2.268,2.758789,2.836914
2.269,2.729492,2.65625
2.27,2.700196,2.456055
2.271,2.666016,2.260742
2.272,2.646485,2.050781
2.273,2.617188,1.826172
2.274,2.592774,1.601563
2.275,2.563477,1.376953
2.276,2.539063,1.12793
2.277,2.509766,0.883789
2.278,2.485352,0.634766
2.279,2.456055,0.395508
2.28,2.431641,0.141602
2.281,2.407227,-0.107422
2.282,2.387696,-0.356445
2.283,2.358399,-0.581055
2.284,2.338867,-0.688477
2.285,2.314453,-0.732422
2.286,2.294922,-0.771484
2.287,2.265625,-0.791016
2.288,2.246094,-0.834961
2.289,2.216797,-0.844727
2.29,2.202149,-0.869141
2.291,2.177735,-0.878906
2.292,2.158203,-0.898438
2.293,2.133789,-0.908203
2.294,2.109375,-0.932617
2.295,2.089844,-0.9375
2.296,2.070313,-0.952149
2.297,2.045899,-0.961914
2.298,2.021485,-0.97168
2.299,2.001953,-0.976563
2.3,1.982422,-0.986328
2.301,1.962891,-0.991211
2.302,1.94336,-0.996094
2.303,1.918946,-1.000977
2.304,1.904297,-1.000977
2.305,1.879883,-1.005859
2.306,1.860352,-1.000977
2.307,1.840821,-1.005859
2.308,1.821289,-1.000977
2.309,1.801758,-0.996094
2.31,1.78711,-0.991211
2.311,1.762695,-0.986328
2.312,1.748047,-0.976563
2.313,1.728516,-0.97168
2.314,1.708985,-0.961914
2.315,1.694336,-0.952149
2.316,1.674805,-0.942383
2.317,1.660156,-0.927734
2.318,1.645508,-0.917969
2.319,1.625977,-0.898438
2.32,1.611328,-0.883789
2.321,1.591797,-0.869141
2.322,1.577149,-0.849609
2.323,1.5625,-0.820313
2.324,1.547852,-0.805664
2.325,1.533203,-0.776367
2.326,1.518555,-0.74707
2.327,1.499024,-0.693359
2.328,1.484375,-0.610352
2.329,1.469727,-0.395508
2.33,1.459961,-0.161133
2.331,1.445313,0.097656
2.332,1.430664,0.341797
2.333,1.416016,0.59082
2.334,1.401367,0.834961
2.335,1.386719,1.083984
2.336,1.376953,1.323242
2.337,1.357422,1.5625
2.338,1.347656,1.78711
2.339,1.337891,1.958008
2.34,1.352539,2.03125
2.341,1.391602,2.09961
2.342,1.450195,2.172852
2.343,1.523438,2.265625
2.344,1.621094,2.368164
2.345,1.723633,2.480469
2.346,1.831055,2.587891
2.347,1.94336,2.705078
2.348,2.060547,2.817383
2.349,2.167969,2.934571
2.35,2.280274,3.03711
2.351,2.382813,3.144532
2.352,2.480469,3.237305
2.353,2.56836,3.325196
2.354,2.65625,3.398438
2.355,2.72461,3.461914
2.356,2.788086,3.515625
2.357,2.832032,3.559571
2.358,2.875977,3.588868
2.359,2.900391,3.608399
2.36,2.919922,3.608399
2.361,2.924805,3.598633
2.362,2.919922,3.564453
2.363,2.900391,3.515625
2.364,2.875977,3.427735
2.365,2.841797,3.310547
2.366,2.8125,3.164063
2.367,2.783203,3.00293
2.368,2.758789,2.832032
2.369,2.72461,2.651367
2.37,2.700196,2.465821
2.371,2.670899,2.265625
2.372,2.646485,2.055664
2.373,2.617188,1.835938
2.374,2.592774,1.601563
2.375,2.563477,1.367188
2.376,2.539063,1.123047
2.377,2.509766,0.878906
2.378,2.485352,0.639649
2.379,2.460938,0.385742
2.38,2.436524,0.136719
2.381,2.407227,-0.092773
2.382,2.387696,-0.361328
2.383,2.358399,-0.581055
2.384,2.34375,-0.683594
2.385,2.314453,-0.732422
2.386,2.294922,-0.766602
2.387,2.260742,-0.795899
2.388,2.246094,-0.825195
2.389,2.22168,-0.844727
2.39,2.202149,-0.864258
2.391,2.177735,-0.883789
2.392,2.158203,-0.898438
2.393,2.133789,-0.913086
2.394,2.114258,-0.927734
2.395,2.084961,-0.932617
2.396,2.06543,-0.961914
2.397,2.041016,-0.957031
2.398,2.026367,-0.97168
2.399,2.001953,-0.976563
2.4,1.982422,-0.986328
2.401,1.962891,-0.991211
2.402,1.94336,-0.996094
2.403,1.918946,-0.996094
2.404,1.899414,-1.000977
2.405,1.879883,-1.005859
2.406,1.860352,-1.000977
2.407,1.840821,-1.005859
2.408,1.821289,-1.000977
2.409,1.801758,-1.000977
2.41,1.782227,-0.991211
2.411,1.767578,-0.986328
2.412,1.748047,-0.976563
2.413,1.728516,-0.97168
2.414,1.708985,-0.97168
2.415,1.694336,-0.957031
2.416,1.679688,-0.942383
2.417,1.660156,-0.932617
2.418,1.640625,-0.913086
2.419,1.625977,-0.90332
2.42,1.606445,-0.883789
2.421,1.59668,-0.874024
2.422,1.572266,-0.859375
2.423,1.5625,-0.830078
2.424,1.547852,-0.805664
2.425,1.52832,-0.776367
2.426,1.513672,-0.742188
2.427,1.503906,-0.693359
2.428,1.484375,-0.615234
2.429,1.469727,-0.400391
2.43,1.459961,-0.15625
2.431,1.44043,0.097656
2.432,1.425781,0.34668
2.433,1.416016,0.595703
2.434,1.401367,0.839844
2.435,1.386719,1.079102
2.436,1.376953,1.323242
2.437,1.357422,1.567383
2.438,1.347656,1.78711
2.439,1.337891,1.953125
2.44,1.352539,2.026367
2.441,1.386719,2.09961
2.442,1.450195,2.177735
2.443,1.52832,2.265625
2.444,1.625977,2.368164
2.445,1.723633,2.475586
2.446,1.831055,2.592774
2.447,1.94336,2.705078
2.448,2.060547,2.8125
2.449,2.167969,2.929688
2.45,2.285156,3.03711
2.451,2.382813,3.144532
2.452,2.485352,3.232422
2.453,2.573242,3.31543
2.454,2.651367,3.398438
2.455,2.719727,3.461914
2.456,2.783203,3.510743
2.457,2.832032,3.554688
2.458,2.871094,3.588868
2.459,2.900391,3.603516
2.46,2.919922,3.608399
2.461,2.924805,3.598633
2.462,2.915039,3.554688
2.463,2.900391,3.510743
2.464,2.875977,3.422852
2.465,2.841797,3.300782
2.466,2.807617,3.154297
2.467,2.783203,3.007813
2.468,2.758789,2.832032
2.469,2.72461,2.65625
2.47,2.700196,2.460938
2.471,2.670899,2.260742
2.472,2.641602,2.055664
2.473,2.617188,1.826172
2.474,2.587891,1.621094
2.475,2.563477,1.376953
2.476,2.539063,1.12793
2.477,2.514649,0.878906
2.478,2.485352,0.639649
2.479,2.460938,0.390625
2.48,2.431641,0.146484
2.481,2.41211,-0.112305
2.482,2.382813,-0.361328
2.483,2.363281,-0.581055
2.484,2.333985,-0.683594
2.485,2.314453,-0.737305
2.486,2.290039,-0.766602
2.487,2.270508,-0.795899
2.488,2.246094,-0.825195
2.489,2.226563,-0.849609
2.49,2.197266,-0.864258
2.491,2.177735,-0.883789
2.492,2.153321,-0.898438
2.493,2.133789,-0.913086
2.494,2.109375,-0.927734
2.495,2.089844,-0.9375
2.496,2.070313,-0.952149
2.497,2.045899,-0.957031
2.498,2.021485,-0.981445
2.499,2.001953,-0.976563
2.5,1.982422,-0.986328
2.501,1.958008,-0.991211
2.502,1.94336,-0.996094
2.503,1.918946,-1.000977
2.504,1.904297,-0.996094
2.505,1.879883,-1.000977
2.506,1.865235,-1.015625
2.507,1.840821,-1.000977
2.508,1.826172,-0.996094
2.509,1.801758,-0.996094
2.51,1.782227,-0.991211
2.511,1.767578,-0.991211
2.512,1.748047,-0.981445
2.513,1.728516,-0.97168
2.514,1.708985,-0.961914
2.515,1.694336,-0.952149
2.516,1.674805,-0.942383
2.517,1.660156,-0.932617
2.518,1.640625,-0.913086
2.519,1.625977,-0.90332
2.52,1.606445,-0.883789
2.521,1.591797,-0.869141
2.522,1.577149,-0.844727
2.523,1.5625,-0.825195
2.524,1.547852,-0.800781
2.525,1.533203,-0.776367
2.526,1.513672,-0.742188
2.527,1.499024,-0.698242
2.528,1.479492,-0.610352
2.529,1.469727,-0.410156
2.53,1.455078,-0.15625
2.531,1.44043,0.092773
2.532,1.425781,0.341797
2.533,1.416016,0.595703
2.534,1.401367,0.849609
2.535,1.386719,1.088867
2.536,1.376953,1.328125
2.537,1.357422,1.572266
2.538,1.347656,1.777344
2.539,1.337891,1.938477
2.54,1.352539,2.026367
2.541,1.386719,2.09961
2.542,1.450195,2.177735
2.543,1.52832,2.265625
2.544,1.621094,2.368164
2.545,1.723633,2.480469
2.546,1.831055,2.592774
2.547,1.948242,2.705078
2.548,2.060547,2.817383
2.549,2.172852,2.929688
2.55,2.280274,3.041992
2.551,2.387696,3.144532
2.552,2.485352,3.232422
2.553,2.573242,3.310547
2.554,2.65625,3.393555
2.555,2.72461,3.461914
2.556,2.783203,3.515625
2.557,2.832032,3.559571
2.558,2.875977,3.588868
2.559,2.900391,3.608399
2.56,2.919922,3.613282
2.561,2.924805,3.59375
2.562,2.915039,3.564453
2.563,2.905274,3.510743
2.564,2.871094,3.417969
2.565,2.84668,3.305664
2.566,2.8125,3.168946
2.567,2.788086,2.998047
2.568,2.753907,2.827149
2.569,2.72461,2.651367
2.57,2.700196,2.456055
2.571,2.675782,2.260742
2.572,2.641602,2.050781
2.573,2.617188,1.840821
2.574,2.587891,1.601563
2.575,2.563477,1.367188
2.576,2.539063,1.142578
2.577,2.514649,0.878906
2.578,2.485352,0.629883
2.579,2.460938,0.385742
2.58,2.431641,0.136719
2.581,2.41211,-0.112305
2.582,2.387696,-0.356445
2.583,2.363281,-0.581055
2.584,2.338867,-0.683594
2.585,2.314453,-0.737305
2.586,2.294922,-0.771484
2.587,2.270508,-0.800781
2.588,2.246094,-0.820313
2.589,2.22168,-0.849609
2.59,2.197266,-0.864258
2.591,2.182617,-0.883789
2.592,2.153321,-0.898438
2.593,2.138672,-0.913086
2.594,2.109375,-0.927734
2.595,2.089844,-0.9375
2.596,2.06543,-0.942383
2.597,2.045899,-0.976563
2.598,2.021485,-0.966797
2.599,2.006836,-0.981445
2.6,1.982422,-0.986328
2.601,1.967774,-0.991211
2.602,1.938477,-0.991211
2.603,1.923828,-1.000977
2.604,1.899414,-0.996094
2.605,1.884766,-1.015625
2.606,1.860352,-1.005859
2.607,1.840821,-1.005859
2.608,1.821289,-0.996094
2.609,1.801758,-1.000977
2.61,1.782227,-0.991211
2.611,1.767578,-0.986328
2.612,1.743164,-0.981445
2.613,1.733399,-0.966797
2.614,1.708985,-0.961914
2.615,1.699219,-0.952149
2.616,1.674805,-0.942383
2.617,1.660156,-0.927734
2.618,1.640625,-0.917969
2.619,1.621094,-0.898438
2.62,1.606445,-0.883789
2.621,1.591797,-0.864258
2.622,1.577149,-0.849609
2.623,1.5625,-0.830078
2.624,1.542969,-0.805664
2.625,1.52832,-0.776367
2.626,1.513672,-0.74707
2.627,1.499024,-0.693359
2.628,1.489258,-0.605469
2.629,1.47461,-0.405273
2.63,1.459961,-0.15625
2.631,1.44043,0.092773
2.632,1.430664,0.341797
2.633,1.411133,0.59082
2.634,1.40625,0.839844
2.635,1.386719,1.083984
2.636,1.376953,1.323242
2.637,1.362305,1.577149
2.638,1.352539,1.777344
2.639,1.337891,1.948242
2.64,1.352539,2.03125
2.641,1.386719,2.09961
2.642,1.450195,2.172852
2.643,1.523438,2.265625
2.644,1.621094,2.368164
2.645,1.723633,2.475586
2.646,1.831055,2.587891
2.647,1.94336,2.705078
2.648,2.060547,2.822266
2.649,2.172852,2.929688
2.65,2.280274,3.03711
2.651,2.382813,3.144532
2.652,2.480469,3.232422
2.653,2.56836,3.31543
2.654,2.65625,3.398438
2.655,2.72461,3.466797
2.656,2.783203,3.515625
2.657,2.836914,3.554688
2.658,2.871094,3.588868
2.659,2.905274,3.613282
2.66,2.919922,3.608399
2.661,2.924805,3.603516
2.662,2.919922,3.564453
2.663,2.895508,3.515625
2.664,2.875977,3.422852
2.665,2.84668,3.305664
2.666,2.8125,3.15918
2.667,2.788086,3.007813
2.668,2.753907,2.841797
2.669,2.729492,2.651367
2.67,2.700196,2.456055
2.671,2.670899,2.25586
2.672,2.646485,2.050781
2.673,2.622071,1.826172
2.674,2.587891,1.601563
2.675,2.563477,1.37207
2.676,2.53418,1.12793
2.677,2.514649,0.883789
2.678,2.480469,0.644531
2.679,2.460938,0.390625
2.68,2.431641,0.146484
2.681,2.41211,-0.102539
2.682,2.382813,-0.361328
2.683,2.363281,-0.581055
2.684,2.338867,-0.678711
2.685,2.314453,-0.737305
2.686,2.290039,-0.766602
2.687,2.270508,-0.795899
2.688,2.241211,-0.830078
2.689,2.226563,-0.844727
2.69,2.197266,-0.864258
2.691,2.177735,-0.878906
2.692,2.153321,-0.898438
2.693,2.133789,-0.917969
2.694,2.109375,-0.922852
2.695,2.089844,-0.942383
2.696,2.06543,-0.947266
2.697,2.050781,-0.961914
2.698,2.021485,-0.966797
2.699,2.006836,-0.976563
2.7,1.982422,-0.981445
2.701,1.958008,-0.991211
2.702,1.938477,-0.996094
2.703,1.923828,-0.996094
2.704,1.899414,-1.000977
2.705,1.879883,-1.000977
2.706,1.855469,-1.000977
2.707,1.840821,-1.000977
2.708,1.821289,-1.000977
2.709,1.801758,-0.996094
2.71,1.78711,-0.991211
2.711,1.767578,-0.986328
2.712,1.75293,-0.976563
2.713,1.728516,-0.97168
2.714,1.713867,-0.961914
2.715,1.694336,-0.952149
2.716,1.679688,-0.942383
2.717,1.660156,-0.927734
2.718,1.645508,-0.917969
2.719,1.625977,-0.898438
2.72,1.611328,-0.883789
2.721,1.591797,-0.878906
2.722,1.577149,-0.849609
2.723,1.557617,-0.825195
2.724,1.547852,-0.800781
2.725,1.533203,-0.776367
2.726,1.518555,-0.74707
2.727,1.499024,-0.693359
2.728,1.489258,-0.605469
2.729,1.469727,-0.400391
2.73,1.459961,-0.161133
2.731,1.445313,0.092773
2.732,1.430664,0.34668
2.733,1.416016,0.59082
2.734,1.396485,0.844727
2.735,1.386719,1.079102
2.736,1.37207,1.323242
2.737,1.357422,1.5625
2.738,1.347656,1.791992
2.739,1.342774,1.958008
2.74,1.347656,2.036133
2.741,1.391602,2.09961
2.742,1.450195,2.177735
2.743,1.52832,2.270508
2.744,1.621094,2.368164
2.745,1.723633,2.475586
2.746,1.831055,2.578125
2.747,1.948242,2.700196
2.748,2.055664,2.822266
2.749,2.167969,2.929688
2.75,2.280274,3.041992
2.751,2.387696,3.144532
2.752,2.480469,3.237305
2.753,2.578125,3.320313
2.754,2.651367,3.398438
2.755,2.72461,3.461914
2.756,2.783203,3.520508
2.757,2.832032,3.554688
2.758,2.871094,3.588868
2.759,2.905274,3.603516
2.76,2.915039,3.613282
2.761,2.929688,3.59375
2.762,2.915039,3.564453
2.763,2.900391,3.496094
2.764,2.871094,3.427735
2.765,2.84668,3.305664
2.766,2.8125,3.164063
2.767,2.788086,3.00293
2.768,2.753907,2.841797
2.769,2.72461,2.661133
2.77,2.695313,2.460938
2.771,2.670899,2.260742
2.772,2.641602,2.050781
2.773,2.617188,1.831055
2.774,2.587891,1.601563
2.775,2.563477,1.367188
2.776,2.539063,1.132813
2.777,2.509766,0.888672
2.778,2.485352,0.639649
2.779,2.456055,0.395508
2.78,2.436524,0.141602
2.781,2.407227,-0.102539
2.782,2.387696,-0.356445
2.783,2.358399,-0.576172
2.784,2.338867,-0.683594
2.785,2.314453,-0.732422
2.786,2.294922,-0.771484
2.787,2.265625,-0.805664
2.788,2.246094,-0.834961
2.789,2.216797,-0.844727
2.79,2.197266,-0.864258
2.791,2.172852,-0.878906
2.792,2.158203,-0.90332
2.793,2.133789,-0.913086
2.794,2.109375,-0.927734
2.795,2.089844,-0.927734
2.796,2.06543,-0.952149
2.797,2.045899,-0.957031
2.798,2.026367,-0.97168
2.799,2.001953,-0.976563
2.8,1.982422,-0.986328
2.801,1.958008,-0.991211
2.802,1.94336,-0.996094
2.803,1.918946,-0.996094
2.804,1.904297,-1.000977
2.805,1.879883,-1.000977
2.806,1.865235,-1.000977
2.807,1.840821,-1.000977
2.808,1.821289,-1.000977
2.809,1.801758,-0.996094
2.81,1.782227,-0.991211
2.811,1.767578,-0.986328
2.812,1.748047,-0.981445
2.813,1.728516,-0.976563
2.814,1.713867,-0.976563
2.815,1.694336,-0.952149
2.816,1.674805,-0.942383
2.817,1.655274,-0.927734
2.818,1.640625,-0.913086
2.819,1.625977,-0.898438
2.82,1.611328,-0.888672
2.821,1.591797,-0.864258
2.822,1.577149,-0.849609
2.823,1.5625,-0.825195
2.824,1.547852,-0.805664
2.825,1.52832,-0.776367
2.826,1.513672,-0.742188
2.827,1.494141,-0.703125
2.828,1.484375,-0.610352
2.829,1.47461,-0.405273
2.83,1.459961,-0.15625
2.831,1.44043,0.097656
2.832,1.430664,0.341797
2.833,1.411133,0.585938
2.834,1.401367,0.834961
2.835,1.391602,1.079102
2.836,1.37207,1.328125
2.837,1.362305,1.557617
2.838,1.352539,1.782227
2.839,1.337891,1.953125
2.84,1.347656,2.03125
2.841,1.386719,2.094727
2.842,1.445313,2.177735
2.843,1.52832,2.265625
2.844,1.621094,2.368164
2.845,1.723633,2.475586
2.846,1.831055,2.587891
2.847,1.94336,2.709961
2.848,2.060547,2.817383
2.849,2.172852,2.934571
2.85,2.275391,3.03711
2.851,2.382813,3.144532
2.852,2.480469,3.232422
2.853,2.573242,3.325196
2.854,2.651367,3.398438
2.855,2.72461,3.466797
2.856,2.783203,3.50586
2.857,2.832032,3.559571
2.858,2.875977,3.588868
2.859,2.900391,3.608399
2.86,2.919922,3.608399
2.861,2.924805,3.598633
2.862,2.919922,3.569336
2.863,2.900391,3.515625
2.864,2.871094,3.427735
2.865,2.841797,3.305664
2.866,2.817383,3.154297
2.867,2.783203,3.00293
2.868,2.758789,2.836914
2.869,2.72461,2.651367
2.87,2.700196,2.460938
2.871,2.670899,2.265625
2.872,2.641602,2.050781
2.873,2.612305,1.831055
2.874,2.587891,1.606445
2.875,2.558594,1.37207
2.876,2.53418,1.123047
2.877,2.509766,0.878906
2.878,2.485352,0.639649
2.879,2.460938,0.390625
2.88,2.436524,0.136719
2.881,2.41211,-0.112305
2.882,2.382813,-0.356445
2.883,2.363281,-0.585938
2.884,2.333985,-0.683594
2.885,2.314453,-0.737305
2.886,2.290039,-0.771484
2.887,2.270508,-0.795899
2.888,2.241211,-0.820313
2.889,2.22168,-0.844727
2.89,2.197266,-0.864258
2.891,2.177735,-0.883789
2.892,2.153321,-0.898438
